  9.15069E-01  9.99990E-01
  9.13786E-01  9.99981E-01
  9.11989E-01  9.99969E-01
  9.09679E-01  9.99952E-01
  9.06854E-01  9.99930E-01
  9.03514E-01  9.99903E-01
  8.99658E-01  9.99869E-01
  8.95285E-01  9.99828E-01
  8.90394E-01  9.99778E-01
  8.84984E-01  9.99717E-01
  8.79055E-01  9.99646E-01
  8.72605E-01  9.99561E-01
  8.65634E-01  9.99462E-01
  8.58140E-01  9.99347E-01
  8.50122E-01  9.99212E-01
  8.41581E-01  9.99058E-01
  8.32515E-01  9.98881E-01
  8.22925E-01  9.98678E-01
  8.12810E-01  9.98448E-01
  8.02170E-01  9.98188E-01
  7.91006E-01  9.97895E-01
  7.79318E-01  9.97566E-01
  7.67109E-01  9.97198E-01
  7.54380E-01  9.96788E-01
  7.41132E-01  9.96333E-01
  7.27371E-01  9.95829E-01
  7.13099E-01  9.95273E-01
  6.98323E-01  9.94660E-01
  6.83051E-01  9.93989E-01
  6.67299E-01  9.93254E-01
  6.51092E-01  9.92453E-01
  6.34475E-01  9.91584E-01
  6.17528E-01  9.90647E-01
  6.00387E-01  9.89648E-01
  5.83261E-01  9.88596E-01
  5.66440E-01  9.87509E-01
  5.50260E-01  9.86414E-01
  5.35038E-01  9.85337E-01
  5.20989E-01  9.84304E-01
  5.08200E-01  9.83328E-01
  4.96638E-01  9.82418E-01
  4.86204E-01  9.81572E-01
  4.76767E-01  9.80787E-01
  4.68195E-01  9.80057E-01
  4.60366E-01  9.79375E-01
  4.53174E-01  9.78736E-01
  4.46530E-01  9.78135E-01
  4.40359E-01  9.77565E-01
  4.34598E-01  9.77024E-01
  4.29194E-01  9.76508E-01
  4.24105E-01  9.76013E-01
  4.19294E-01  9.75537E-01
  4.14730E-01  9.75077E-01
  4.10386E-01  9.74631E-01
  4.06240E-01  9.74197E-01
  4.02272E-01  9.73773E-01
  3.98466E-01  9.73358E-01
  3.94807E-01  9.72950E-01
  3.91283E-01  9.72548E-01
  3.87881E-01  9.72149E-01
  3.84593E-01  9.71753E-01
  3.81409E-01  9.71359E-01
  3.78322E-01  9.70964E-01
  3.75324E-01  9.70569E-01
  3.72409E-01  9.70170E-01
  3.69572E-01  9.69768E-01
  3.66808E-01  9.69360E-01
  3.64112E-01  9.68945E-01
  3.61479E-01  9.68522E-01
  3.58905E-01  9.68088E-01
  3.56389E-01  9.67643E-01
  3.53925E-01  9.67185E-01
  3.51511E-01  9.66711E-01
  3.49144E-01  9.66220E-01
  3.46823E-01  9.65710E-01
  3.44543E-01  9.65178E-01
  3.42304E-01  9.64623E-01
  3.40104E-01  9.64041E-01
  3.37940E-01  9.63431E-01
  3.35810E-01  9.62788E-01
  3.33713E-01  9.62112E-01
  3.31649E-01  9.61397E-01
  3.29614E-01  9.60641E-01
  3.27608E-01  9.59841E-01
  3.25629E-01  9.58992E-01
  3.23677E-01  9.58091E-01
  3.21750E-01  9.57132E-01
  3.19847E-01  9.56112E-01
  3.17967E-01  9.55026E-01
  3.16109E-01  9.53868E-01
  3.14273E-01  9.52633E-01
  3.12457E-01  9.51315E-01
  3.10661E-01  9.49908E-01
  3.08884E-01  9.48406E-01
  3.07124E-01  9.46800E-01
  3.05383E-01  9.45085E-01
  3.03658E-01  9.43252E-01
  3.01948E-01  9.41293E-01
  3.00255E-01  9.39199E-01
  2.98576E-01  9.36962E-01
  2.96911E-01  9.34572E-01
  2.95260E-01  9.32019E-01
  2.93621E-01  9.29292E-01
  2.91994E-01  9.26382E-01
  2.90379E-01  9.23276E-01
  2.88775E-01  9.19963E-01
  2.87180E-01  9.16430E-01
  2.85594E-01  9.12666E-01
  2.84016E-01  9.08658E-01
  2.82444E-01  9.04392E-01
  2.80878E-01  8.99855E-01
  2.79316E-01  8.95033E-01
  2.77756E-01  8.89913E-01
  2.76195E-01  8.84480E-01
  2.74631E-01  8.78722E-01
  2.73061E-01  8.72624E-01
  2.71481E-01  8.66173E-01
  2.69885E-01  8.59356E-01
  2.68269E-01  8.52160E-01
  2.66624E-01  8.44574E-01
  2.64942E-01  8.36587E-01
  2.63211E-01  8.28188E-01
  2.61420E-01  8.19368E-01
  2.59550E-01  8.10121E-01
  2.57583E-01  8.00440E-01
  2.55494E-01  7.90321E-01
  2.53253E-01  7.79763E-01
  2.50826E-01  7.68764E-01
  2.48170E-01  7.57327E-01
  2.45236E-01  7.45458E-01
  2.41964E-01  7.33163E-01
  2.38286E-01  7.20454E-01
  2.34126E-01  7.07342E-01
  2.29399E-01  6.93843E-01
  2.24011E-01  6.79978E-01
  2.17870E-01  6.65768E-01
  2.10885E-01  6.51237E-01
  2.02978E-01  6.36414E-01
  1.94093E-01  6.21328E-01
  1.84209E-01  6.06011E-01
  1.73357E-01  5.90500E-01
  1.61623E-01  5.74829E-01
  1.49159E-01  5.59038E-01
  1.36180E-01  5.43166E-01
  1.22952E-01  5.27253E-01
  1.09767E-01  5.11339E-01
  9.69226E-02  4.95465E-01
  8.46906E-02  4.79672E-01
  7.32946E-02  4.63998E-01
  6.28953E-02  4.48482E-01
  5.35857E-02  4.33161E-01
  4.53950E-02  4.18070E-01
  3.82994E-02  4.03240E-01
  3.22349E-02  3.88703E-01
  2.71122E-02  3.74486E-01
  2.28279E-02  3.60615E-01
  1.92752E-02  3.47110E-01
  1.63499E-02  3.33992E-01
