@jorek_model:   302
@n_tor:     3
@n_plane:     8
@n_period:     8
@plottable: energies growth_rates times
@variable_names: Flux        Potential   Current     Vorticity   Density     Temperature V_parallel 
@n_times:     1
@times_xlabel: time step
@times_ylabel: normalized time
@times: "step"     "time"
@n_energies:     6
@energies_xlabel: normalized time
@energies_ylabel: normalized energy
@energies: "time"           "E_{mag,00,cos}" "E_{mag,08,cos}" "E_{mag,08,sin}" "E_{kin,00,cos}" "E_{kin,08,cos}" "E_{kin,08,sin}" 
@n_growth_rates:     6
@growth_rates_xlabel: normalized time
@growth_rates_ylabel: normalized growth rate
@growth_rates: "time"           "G_{mag,00,cos}" "G_{mag,08,cos}" "G_{mag,08,sin}" "G_{kin,00,cos}" "G_{kin,08,cos}" "G_{kin,08,sin}" 
@times:   159   6.080000000E+02
@energies:  6.080000000E+02  1.843706006E-01  4.112925177E-21  4.110710433E-21  1.909157933E-07  1.724487243E-21  1.724416529E-21
@growth_rates:  6.055000000E+02 -2.355167048E-07  2.404171263E-02  2.403343260E-02 -1.898220702E-04  2.420557302E-02  2.420722446E-02
@times:   160   6.130000000E+02
@energies:  6.130000000E+02  1.843700044E-01  5.229980534E-21  5.227477771E-21  1.901445576E-07  2.197068924E-21  2.197032562E-21
@growth_rates:  6.105000000E+02 -3.233405344E-07  2.402730587E-02  2.403330317E-02 -4.047845519E-04  2.421944089E-02  2.422188652E-02
@times:   161   6.180000000E+02
@energies:  6.180000000E+02  1.843690951E-01  6.652905259E-21  6.649417700E-21  1.895696874E-07  2.799530803E-21  2.799311662E-21
@growth_rates:  6.155000000E+02 -4.932196229E-07  2.406460842E-02  2.406003869E-02 -3.027911894E-04  2.423276680E-02  2.422659374E-02
@times:   162   6.230000000E+02
@energies:  6.230000000E+02  1.843681026E-01  8.464122732E-21  8.460047432E-21  1.888908421E-07  3.566436982E-21  3.566455363E-21
@growth_rates:  6.205000000E+02 -5.383007418E-07  2.407827352E-02  2.408254934E-02 -3.587407408E-04  2.421152205E-02  2.421986550E-02
@times:   163   6.280000000E+02
@energies:  6.280000000E+02  1.843673665E-01  1.076665441E-20  1.076104098E-20  1.884020841E-07  4.542837830E-21  4.542403736E-21
@growth_rates:  6.255000000E+02 -3.992763089E-07  2.406174277E-02  2.405775153E-02 -2.590869078E-04  2.419848363E-02  2.418841224E-02
@times:   164   6.330000000E+02
@energies:  6.330000000E+02  1.843669028E-01  1.369152228E-20  1.368463807E-20  1.882502352E-07  5.785104553E-21  5.785159276E-21
@growth_rates:  6.305000000E+02 -2.515238667E-07  2.403230267E-02  2.403415994E-02 -8.063079701E-05  2.417345442E-02  2.418395636E-02
@times:   165   6.380000000E+02
@energies:  6.380000000E+02  1.843663976E-01  1.740932332E-20  1.740030766E-20  1.876930346E-07  7.368016600E-21  7.367303121E-21
@growth_rates:  6.355000000E+02 -2.740179994E-07  2.402290557E-02  2.402139928E-02 -2.964282163E-04  2.418621183E-02  2.417558197E-02
@times:   166   6.430000000E+02
@energies:  6.430000000E+02  1.843656094E-01  2.213722858E-20  2.212573035E-20  1.870021099E-07  9.383855067E-21  9.383849393E-21
@growth_rates:  6.405000000E+02 -4.275035902E-07  2.402548569E-02  2.402533129E-02 -3.687934033E-04  2.418421145E-02  2.419383493E-02
@times:   167   6.480000000E+02
@energies:  6.480000000E+02  1.843646387E-01  2.815400018E-20  2.813943791E-20  1.864463806E-07  1.195210039E-20  1.195105942E-20
@growth_rates:  6.455000000E+02 -5.265076358E-07  2.404287044E-02  2.404308760E-02 -2.976205371E-04  2.419163612E-02  2.418298669E-02
@times:   168   6.530000000E+02
@energies:  6.530000000E+02  1.843637925E-01  3.580849604E-20  3.578946485E-20  1.860023675E-07  1.521921913E-20  1.521895216E-20
@growth_rates:  6.505000000E+02 -4.589805001E-07  2.404957379E-02  2.404814955E-02 -2.384292436E-04  2.416520179E-02  2.417215749E-02
@times:   169   6.580000000E+02
@energies:  6.580000000E+02  1.843632348E-01  4.553123361E-20  4.550763846E-20  1.857979522E-07  1.937503172E-20  1.937361398E-20
@growth_rates:  6.555000000E+02 -3.025194952E-07  2.402133586E-02  2.402266179E-02 -1.099597266E-04  2.414261667E-02  2.413705326E-02
@times:   170   6.630000000E+02
@energies:  6.630000000E+02  1.843627919E-01  5.787811722E-20  5.784693244E-20  1.853609696E-07  2.466237489E-20  2.466149636E-20
@growth_rates:  6.605000000E+02 -2.402252007E-07  2.399408289E-02  2.399202361E-02 -2.354694017E-04  2.412935859E-02  2.413311396E-02
@times:   171   6.680000000E+02
@energies:  6.680000000E+02  1.843621451E-01  7.356990386E-20  7.353152136E-20  1.847572892E-07  3.139853503E-20  3.139664804E-20
@growth_rates:  6.655000000E+02 -3.508107770E-07  2.398966548E-02  2.399137502E-02 -3.262097256E-04  2.414824385E-02  2.414579613E-02
@times:   172   6.730000000E+02
@energies:  6.730000000E+02  1.843612266E-01  9.353004293E-20  9.347922654E-20  1.843101573E-07  3.997371499E-20  3.997165197E-20
@growth_rates:  6.705000000E+02 -4.982241149E-07  2.400466724E-02  2.400250593E-02 -2.423037366E-04  2.414608760E-02  2.414693650E-02
@times:   173   6.780000000E+02
@energies:  6.780000000E+02  1.843603082E-01  1.189175858E-19  1.188549179E-19  1.839126594E-07  5.088078149E-20  5.087822732E-20
@growth_rates:  6.755000000E+02 -4.981242084E-07  2.401479970E-02  2.401643364E-02 -2.159008282E-04  2.412631656E-02  2.412645759E-02
@times:   174   6.830000000E+02
@energies:  6.830000000E+02  1.843596549E-01  1.511838658E-19  1.511014192E-19  1.837484418E-07  6.475043089E-20  6.474636393E-20
@growth_rates:  6.805000000E+02 -3.543802502E-07  2.400660539E-02  2.400476896E-02 -8.933097253E-05  2.410550768E-02  2.410424656E-02
@times:   175   6.880000000E+02
@energies:  6.880000000E+02  1.843592049E-01  1.921302553E-19  1.920278592E-19  1.834898405E-07  8.238260012E-20  8.237887099E-20
@growth_rates:  6.855000000E+02 -2.440699620E-07  2.396768044E-02  2.396892001E-02 -1.408357082E-04  2.408338959E-02  2.408514405E-02
@times:   176   6.930000000E+02
@energies:  6.930000000E+02  1.843586603E-01  2.441070610E-19  2.439738187E-19  1.829617714E-07  1.048180966E-19  1.048108690E-19
@growth_rates:  6.905000000E+02 -2.954329477E-07  2.394333489E-02  2.394204574E-02 -2.882069528E-04  2.408521838E-02  2.408284941E-02
@times:   177   6.980000000E+02
@energies:  6.980000000E+02  1.843578443E-01  3.101829688E-19  3.100159487E-19  1.826533419E-07  1.333745391E-19  1.333685461E-19
@growth_rates:  6.955000000E+02 -4.426052945E-07  2.395554415E-02  2.395628244E-02 -1.687181990E-04  2.409348192E-02  2.409588410E-02
@times:   178   7.030000000E+02
@energies:  7.030000000E+02  1.843569074E-01  3.942312701E-19  3.940162636E-19  1.823823983E-07  1.696954728E-19  1.696833620E-19
@growth_rates:  7.005000000E+02 -5.081883794E-07  2.397753718E-02  2.397684431E-02 -1.484477104E-04  2.408442400E-02  2.408178046E-02
@times:   179   7.080000000E+02
@energies:  7.080000000E+02  1.843561482E-01  5.009950314E-19  5.007228504E-19  1.821203128E-07  2.158423351E-19  2.158320682E-19
@growth_rates:  7.055000000E+02 -4.118389945E-07  2.396584666E-02  2.396605685E-02 -1.438044561E-04  2.405427169E-02  2.405665196E-02
@times:   180   7.130000000E+02
@energies:  7.130000000E+02  1.843556505E-01  6.364548920E-19  6.361078421E-19  1.820034069E-07  2.744833980E-19  2.744640442E-19
@growth_rates:  7.105000000E+02 -2.699636540E-07  2.393173631E-02  2.393153570E-02 -6.421218322E-05  2.403425672E-02  2.403196225E-02
@times:   181   7.180000000E+02
@energies:  7.180000000E+02  1.843551786E-01  8.083437252E-19  8.079018360E-19  1.816827914E-07  3.490258523E-19  3.490075997E-19
@growth_rates:  7.155000000E+02 -2.559573128E-07  2.390738238E-02  2.390724490E-02 -1.763144121E-04  2.402552165E-02  2.402734317E-02
@times:   182   7.230000000E+02
@energies:  7.230000000E+02  1.843544736E-01  1.026615186E-18  1.026055441E-18  1.813278952E-07  4.438353502E-19  4.438049112E-19
@growth_rates:  7.205000000E+02 -3.824023611E-07  2.390350718E-02  2.390364990E-02 -1.955294040E-04  2.403076660E-02  2.402913791E-02
@times:   183   7.280000000E+02
@energies:  7.280000000E+02  1.843535689E-01  1.303992402E-18  1.303277169E-18  1.811199670E-07  5.643780315E-19  5.643456016E-19
@growth_rates:  7.255000000E+02 -4.907576496E-07  2.391634737E-02  2.391602105E-02 -1.147354991E-04  2.402706349E-02  2.402817560E-02
@times:   184   7.330000000E+02
@energies:  7.330000000E+02  1.843527340E-01  1.656397061E-18  1.655494085E-18  1.809722576E-07  7.175437776E-19  7.174959758E-19
@growth_rates:  7.305000000E+02 -4.528648318E-07  2.392141617E-02  2.392175137E-02 -8.158665463E-05  2.401096642E-02  2.401005063E-02
@times:   185   7.380000000E+02
@energies:  7.380000000E+02  1.843521473E-01  2.103534163E-18  2.102377913E-18  1.809111863E-07  9.119914489E-19  9.119349743E-19
@growth_rates:  7.355000000E+02 -3.182796515E-07  2.389740665E-02  2.389695383E-02 -3.375191829E-05  2.397966540E-02  2.398013485E-02
@times:   186   7.430000000E+02
@energies:  7.430000000E+02  1.843516967E-01  2.670454955E-18  2.668999012E-18  1.806642996E-07  1.158908112E-18  1.158833143E-18
@growth_rates:  7.405000000E+02 -2.443760898E-07  2.386299879E-02  2.386344565E-02 -1.365616537E-04  2.396029441E-02  2.396001796E-02
@times:   187   7.480000000E+02
@energies:  7.480000000E+02  1.843511044E-01  3.389645901E-18  3.387783862E-18  1.803221181E-07  1.472755605E-18  1.472658254E-18
@growth_rates:  7.455000000E+02 -3.212932290E-07  2.384766088E-02  2.384724796E-02 -1.895814018E-04  2.396569285E-02  2.396555156E-02
@times:   188   7.530000000E+02
@energies:  7.530000000E+02  1.843502669E-01  4.302725970E-18  4.300380335E-18  1.801454839E-07  1.871648132E-18  1.871529141E-18
@growth_rates:  7.505000000E+02 -4.543190574E-07  2.385233066E-02  2.385274891E-02 -9.800284654E-05  2.396841890E-02  2.396867154E-02
@times:   189   7.580000000E+02
@energies:  7.580000000E+02  1.843493885E-01  5.462419935E-18  5.459427461E-18  1.800200857E-07  2.378220126E-18  2.378056226E-18
@growth_rates:  7.555000000E+02 -4.764799625E-07  2.386431346E-02  2.386404549E-02 -6.963364614E-05  2.395329653E-02  2.395276233E-02
@times:   190   7.630000000E+02
@energies:  7.630000000E+02  1.843487174E-01  6.934029170E-18  6.930252271E-18  1.799837186E-07  3.021110678E-18  3.020918072E-18
@growth_rates:  7.605000000E+02 -3.640284217E-07  2.385491511E-02  2.385522917E-02 -2.020368824E-05  2.392721763E-02  2.392773401E-02
@times:   191   7.680000000E+02
@energies:  7.680000000E+02  1.843482437E-01  8.799089348E-18  8.794282499E-18  1.798045921E-07  3.836869321E-18  3.836601013E-18
@growth_rates:  7.655000000E+02 -2.569472160E-07  2.382071788E-02  2.382055790E-02 -9.957328537E-05  2.390322149E-02  2.390260394E-02
@times:   192   7.730000000E+02
@energies:  7.730000000E+02  1.843477270E-01  1.116232223E-17  1.115625553E-17  1.794043589E-07  4.872533012E-18  4.872217234E-18
@growth_rates:  7.705000000E+02 -2.802990941E-07  2.378957880E-02  2.378985807E-02 -2.228415725E-04  2.389571746E-02  2.389622958E-02
@times:   193   7.780000000E+02
@energies:  7.780000000E+02  1.843469879E-01  1.415994772E-17  1.415224476E-17  1.792356478E-07  6.188152080E-18  6.187715172E-18
@growth_rates:  7.755000000E+02 -4.009445877E-07  2.378733752E-02  2.378728768E-02 -9.408378652E-05  2.390225814E-02  2.390167849E-02
@times:   194   7.830000000E+02
@energies:  7.830000000E+02  1.843461153E-01  1.796580140E-17  1.795606902E-17  1.791851293E-07  7.858626321E-18  7.858107800E-18
@growth_rates:  7.805000000E+02 -4.733248250E-07  2.380526325E-02  2.380549130E-02 -2.818952863E-05  2.389753138E-02  2.389799370E-02
@times:   195   7.880000000E+02
@energies:  7.880000000E+02  1.843453574E-01  2.279425388E-17  2.278192531E-17  1.790656240E-07  9.977532451E-18  9.976823490E-18
@growth_rates:  7.855000000E+02 -4.111290340E-07  2.380384526E-02  2.380393073E-02 -6.671601399E-05  2.387239876E-02  2.387189125E-02
@times:   196   7.930000000E+02
@energies:  7.930000000E+02  1.843448239E-01  2.891083709E-17  2.889523777E-17  1.789305787E-07  1.266392376E-17  1.266307374E-17
@growth_rates:  7.905000000E+02 -2.894131723E-07  2.377080296E-02  2.377093263E-02 -7.544507841E-05  2.384214918E-02  2.384254270E-02
@times:   197   7.980000000E+02
@energies:  7.980000000E+02  1.843443554E-01  3.665682735E-17  3.663711341E-17  1.786093345E-07  1.607217978E-17  1.607104331E-17
@growth_rates:  7.955000000E+02 -2.541539919E-07  2.373831853E-02  2.373849557E-02 -1.796970488E-04  2.383325112E-02  2.383289215E-02
@times:   198   8.030000000E+02
@energies:  8.030000000E+02  1.843437144E-01  4.647294684E-17  4.644801746E-17  1.783119646E-07  2.039770980E-17  2.039630655E-17
@growth_rates:  8.005000000E+02 -3.477408239E-07  2.372706589E-02  2.372720290E-02 -1.666305496E-04  2.383328166E-02  2.383347323E-02
@times:   199   8.080000000E+02
@energies:  8.080000000E+02  1.843428798E-01  5.892290160E-17  5.889142305E-17  1.782200188E-07  2.588666166E-17  2.588484167E-17
@growth_rates:  8.055000000E+02 -4.527228378E-07  2.373594819E-02  2.373616781E-02 -5.157782660E-05  2.383052124E-02  2.383037009E-02
@times:   200   8.130000000E+02
@energies:  8.130000000E+02  1.843420683E-01  7.471356211E-17  7.467378663E-17  1.781358216E-07  3.284874230E-17  3.284643764E-17
@growth_rates:  8.105000000E+02 -4.402264118E-07  2.374317931E-02  2.374336540E-02 -4.725460520E-05  2.381856156E-02  2.381857619E-02
@times:   201   8.180000000E+02
@energies:  8.180000000E+02  1.843414628E-01  9.471739042E-17  9.466717438E-17  1.780137456E-07  4.167043983E-17  4.166751354E-17
@growth_rates:  8.155000000E+02 -3.284216824E-07  2.372359903E-02  2.372381974E-02 -6.855318733E-05  2.378785424E-02  2.378784777E-02
@times:   202   8.230000000E+02
@energies:  8.230000000E+02  1.843409952E-01  1.200355874E-16  1.199721384E-16  1.777186672E-07  5.284916163E-17  5.284543017E-17
@growth_rates:  8.205000000E+02 -2.536937850E-07  2.368906402E-02  2.368922236E-02 -1.658991217E-04  2.376498487E-02  2.376494672E-02
@times:   203   8.280000000E+02
@energies:  8.280000000E+02  1.843404371E-01  1.520871502E-16  1.520072240E-16  1.773399533E-07  6.702633083E-17  6.702161234E-17
@growth_rates:  8.255000000E+02 -3.027683651E-07  2.366654527E-02  2.366685102E-02 -2.133248207E-04  2.376436906E-02  2.376438991E-02
@times:   204   8.330000000E+02
@energies:  8.330000000E+02  1.843396737E-01  1.926985537E-16  1.925975852E-16  1.771907776E-07  8.500694721E-17  8.500089668E-17
@growth_rates:  8.305000000E+02 -4.141005229E-07  2.366733570E-02  2.366749149E-02 -8.415388826E-05  2.376474453E-02  2.376466660E-02
@times:   205   8.380000000E+02
@energies:  8.380000000E+02  1.843388412E-01  2.441787553E-16  2.440516640E-16  1.771411835E-07  1.078015174E-16  1.077939161E-16
@growth_rates:  8.355000000E+02 -4.516215971E-07  2.367734906E-02  2.367769793E-02 -2.799300035E-05  2.375587499E-02  2.375594140E-02
@times:   206   8.430000000E+02
@energies:  8.430000000E+02  1.843381598E-01  3.093912795E-16  3.092308731E-16  1.770487478E-07  1.366754324E-16  1.366656392E-16
@growth_rates:  8.405000000E+02 -3.696215810E-07  2.367061917E-02  2.367082197E-02 -5.219555375E-05  2.373172734E-02  2.373161332E-02
@times:   207   8.480000000E+02
@energies:  8.480000000E+02  1.843376596E-01  3.919037834E-16  3.917017254E-16  1.767968917E-07  1.732334630E-16  1.732212651E-16
@growth_rates:  8.455000000E+02 -2.713708920E-07  2.364096067E-02  2.364124853E-02 -1.423536748E-04  2.370311737E-02  2.370324138E-02
@times:   208   8.530000000E+02
@energies:  8.530000000E+02  1.843371549E-01  4.962562604E-16  4.960017312E-16  1.763500444E-07  2.195446345E-16  2.195288878E-16
@growth_rates:  8.505000000E+02 -2.737793265E-07  2.360760881E-02  2.360787715E-02 -2.530660658E-04  2.369153760E-02  2.369140646E-02
@times:   209   8.580000000E+02
@energies:  8.580000000E+02  1.843364756E-01  6.283281711E-16  6.280077893E-16  1.761193933E-07  2.782410893E-16  2.782214437E-16
@growth_rates:  8.555000000E+02 -3.684982393E-07  2.359701482E-02  2.359731527E-02 -1.308772457E-04  2.369324077E-02  2.369335256E-02
@times:   210   8.630000000E+02
@energies:  8.630000000E+02  1.843356630E-01  7.956494110E-16  7.952460573E-16  1.761286309E-07  3.526258779E-16  3.526005641E-16
@growth_rates:  8.605000000E+02 -4.408441407E-07  2.360960549E-02  2.360990031E-02  5.244904270E-06  2.369196935E-02  2.369185130E-02
@times:   211   8.680000000E+02
@energies:  8.680000000E+02  1.843349161E-01  1.007555588E-15  1.007048290E-15  1.760479199E-07  4.468011359E-16  4.467695037E-16
@growth_rates:  8.655000000E+02 -4.051631205E-07  2.361238160E-02  2.361272728E-02 -4.583552705E-05  2.367059504E-02  2.367069401E-02
@times:   212   8.730000000E+02
@energies:  8.730000000E+02  1.843343572E-01  1.275578753E-15  1.274940065E-15  1.758254267E-07  5.659494645E-16  5.659089784E-16
@growth_rates:  8.705000000E+02 -3.032399824E-07  2.358728118E-02  2.358756030E-02 -1.264620920E-04  2.363911795E-02  2.363904398E-02
@times:   213   8.780000000E+02
@energies:  8.780000000E+02  1.843338802E-01  1.614315769E-15  1.613513102E-15  1.754479189E-07  7.167505861E-16  7.166997561E-16
@growth_rates:  8.755000000E+02 -2.587482756E-07  2.355111949E-02  2.355146832E-02 -2.149368804E-04  2.362231336E-02  2.362237531E-02
@times:   214   8.830000000E+02
@energies:  8.830000000E+02  1.843332809E-01  2.042613878E-15  2.041604172E-15  1.751408787E-07  9.077137988E-16  9.076492578E-16
@growth_rates:  8.805000000E+02 -3.251257684E-07  2.353191060E-02  2.353220046E-02 -1.751569140E-04  2.362012069E-02  2.362010213E-02
@times:   215   8.880000000E+02
@energies:  8.880000000E+02  1.843325086E-01  2.584697421E-15  2.583429810E-15  1.751099209E-07  1.149534309E-15  1.149452691E-15
@growth_rates:  8.855000000E+02 -4.189644139E-07  2.353781490E-02  2.353820422E-02 -1.767752749E-05  2.361830615E-02  2.361831627E-02
@times:   216   8.930000000E+02
@energies:  8.930000000E+02  1.843317261E-01  3.270878605E-15  3.269285610E-15  1.751206633E-07  1.455588676E-15  1.455485250E-15
@growth_rates:  8.905000000E+02 -4.245206727E-07  2.354501862E-02  2.354535937E-02  6.134503010E-06  2.360534953E-02  2.360534423E-02
@times:   217   8.980000000E+02
@energies:  8.980000000E+02  1.843311052E-01  4.138581926E-15  4.136581480E-15  1.749840837E-07  1.842622553E-15  1.842492179E-15
@growth_rates:  8.955000000E+02 -3.368202328E-07  2.352945639E-02  2.352982239E-02 -7.802217032E-05  2.357794504E-02  2.357797502E-02
@times:   218   9.030000000E+02
@energies:  9.030000000E+02  1.843306174E-01  5.234722640E-15  5.232210273E-15  1.746593383E-07  2.331947533E-15  2.331782694E-15
@growth_rates:  9.005000000E+02 -2.646617102E-07  2.349606618E-02  2.349640860E-02 -1.857580983E-04  2.355139118E-02  2.355139794E-02
@times:   219   9.080000000E+02
@energies:  9.080000000E+02  1.843300776E-01  6.619318740E-15  6.616166625E-15  1.743164517E-07  2.950939408E-15  2.950731556E-15
@growth_rates:  9.055000000E+02 -2.927967441E-07  2.346785943E-02  2.346823394E-02 -1.965102886E-04  2.354197936E-02  2.354200451E-02
@times:   220   9.130000000E+02
@energies:  9.130000000E+02  1.843293710E-01  8.369748921E-15  8.365793478E-15  1.742394026E-07  3.734279977E-15  3.734017667E-15
@growth_rates:  9.105000000E+02 -3.833462264E-07  2.346314313E-02  2.346350443E-02 -4.421049036E-05  2.354314596E-02  2.354316519E-02
@times:   221   9.180000000E+02
@energies:  9.180000000E+02  1.843285853E-01  1.058402347E-14  1.057906686E-14  1.743187610E-07  4.725194697E-15  4.724862445E-15
@growth_rates:  9.155000000E+02 -4.262512916E-07  2.347217581E-02  2.347260373E-02  4.553527520E-05  2.353537431E-02  2.353536718E-02
@times:   222   9.230000000E+02
@energies:  9.230000000E+02  1.843279023E-01  1.338339259E-14  1.337717437E-14  1.743043932E-07  5.977638975E-15  5.977221442E-15
@growth_rates:  9.205000000E+02 -3.705608978E-07  2.346689350E-02  2.346726252E-02 -8.242593627E-06  2.351169040E-02  2.351173697E-02
@times:   223   9.280000000E+02
@energies:  9.280000000E+02  1.843273777E-01  1.691838390E-14  1.691059146E-14  1.740769626E-07  7.559836785E-15  7.559309753E-15
@growth_rates:  9.255000000E+02 -2.845770025E-07  2.343862554E-02  2.343902899E-02 -1.305641925E-04  2.348239309E-02  2.348240654E-02
@times:   224   9.330000000E+02
@energies:  9.330000000E+02  1.843268763E-01  2.137987785E-14  2.137011245E-14  1.737213422E-07  9.559103537E-15  9.558440906E-15
@growth_rates:  9.305000000E+02 -2.720073199E-07  2.340493572E-02  2.340531923E-02 -2.044981506E-04  2.346443497E-02  2.346447451E-02
@times:   225   9.380000000E+02
@energies:  9.380000000E+02  1.843262388E-01  2.701354076E-14  2.700131153E-14  1.735934549E-07  1.208692500E-14  1.208608980E-14
@growth_rates:  9.355000000E+02 -3.458681358E-07  2.338880577E-02  2.338921086E-02 -7.364343814E-05  2.346303399E-02  2.346305593E-02
@times:   226   9.430000000E+02
@energies:  9.430000000E+02  1.843254759E-01  3.413366296E-14  3.411835779E-14  1.737399515E-07  1.528295940E-14  1.528190777E-14
@growth_rates:  9.405000000E+02 -4.138754321E-07  2.339458310E-02  2.339501510E-02  8.435500114E-05  2.346141528E-02  2.346144423E-02
@times:   227   9.480000000E+02
@energies:  9.480000000E+02  1.843247489E-01  4.313205563E-14  4.311289973E-14  1.738309055E-07  1.932042125E-14  1.931909583E-14
@growth_rates:  9.455000000E+02 -3.944434916E-07  2.339823897E-02  2.339866589E-02  5.233696135E-05  2.344241895E-02  2.344243978E-02
@times:   228   9.530000000E+02
@energies:  9.530000000E+02  1.843241729E-01  5.449134621E-14  5.446737693E-14  1.736960896E-07  2.441695548E-14  2.441529406E-14
@growth_rates:  9.505000000E+02 -3.124984708E-07  2.337754332E-02  2.337796840E-02 -7.758586497E-05  2.341151554E-02  2.341157135E-02
@times:   229   9.580000000E+02
@energies:  9.580000000E+02  1.843236819E-01  6.881700952E-14  6.878702662E-14  1.734002023E-07  3.085099926E-14  3.084890575E-14
@growth_rates:  9.555000000E+02 -2.663332097E-07  2.334090419E-02  2.334132264E-02 -1.704929259E-04  2.338913529E-02  2.338915381E-02
@times:   230   9.630000000E+02
@energies:  9.630000000E+02  1.843231084E-01  8.688734532E-14  8.684985467E-14  1.732274921E-07  3.897801428E-14  3.897539412E-14
@growth_rates:  9.605000000E+02 -3.111544114E-07  2.331614524E-02  2.331656588E-02 -9.965175383E-05  2.338286099E-02  2.338292473E-02
@times:   231   9.680000000E+02
@energies:  9.680000000E+02  1.843223887E-01  1.097031671E-13  1.096563227E-13  1.733583027E-07  4.924516600E-14  4.924186993E-14
@growth_rates:  9.655000000E+02 -3.904752859E-07  2.331658390E-02  2.331703162E-02  7.548527603E-05  2.338134599E-02  2.338137495E-02
@times:   232   9.730000000E+02
@energies:  9.730000000E+02  1.843216403E-01  1.385191718E-13  1.384606842E-13  1.735512262E-07  6.220957914E-14  6.220543254E-14
@growth_rates:  9.705000000E+02 -4.060266664E-07  2.332305031E-02  2.332352813E-02  1.112241499E-04  2.336977827E-02  2.336980594E-02
@times:   233   9.780000000E+02
@energies:  9.780000000E+02  1.843210126E-01  1.748821596E-13  1.748090670E-13  1.735439423E-07  7.856585523E-14  7.856066468E-14
@growth_rates:  9.755000000E+02 -3.405599742E-07  2.331036330E-02  2.331079155E-02 -4.197105584E-06  2.334282000E-02  2.334287890E-02
@times:   234   9.830000000E+02
@energies:  9.830000000E+02  1.843205054E-01  2.207188494E-13  2.206276318E-13  1.733183477E-07  9.919433390E-14  9.918782802E-14
@growth_rates:  9.805000000E+02 -2.751643936E-07  2.327773438E-02  2.327820239E-02 -1.300772973E-04  2.331437015E-02  2.331441805E-02
@times:   235   9.880000000E+02
@energies:  9.880000000E+02  1.843199755E-01  2.784816741E-13  2.783677602E-13  1.731044315E-07  1.252228621E-13  1.252147139E-13
@growth_rates:  9.855000000E+02 -2.874782033E-07  2.324625381E-02  2.324667618E-02 -1.235001452E-04  2.330141521E-02  2.330146699E-02
@times:   236   9.930000000E+02
@energies:  9.930000000E+02  1.843193136E-01  3.513284208E-13  3.511864129E-13  1.731852543E-07  1.580792090E-13  1.580690095E-13
@growth_rates:  9.905000000E+02 -3.591207136E-07  2.323692027E-02  2.323740554E-02  4.667935079E-05  2.330011833E-02  2.330017313E-02
@times:   237   9.980000000E+02
@energies:  9.980000000E+02  1.843185714E-01  4.432607379E-13  4.430836158E-13  1.734384531E-07  1.995446595E-13  1.995318574E-13
@growth_rates:  9.955000000E+02 -4.026599160E-07  2.324367121E-02  2.324413278E-02  1.460943092E-04  2.329418383E-02  2.329422034E-02
@times:   238   1.003000000E+03
@energies:  1.003000000E+03  1.843178969E-01  5.592212752E-13  5.590006494E-13  1.735498165E-07  2.518303890E-13  2.518143815E-13
@growth_rates:  1.000500000E+03 -3.659077673E-07  2.323870659E-02  2.323921336E-02  6.418860658E-05  2.327177330E-02  2.327183249E-02
@times:   239   1.008000000E+03
@energies:  1.008000000E+03  1.843173553E-01  7.053303438E-13  7.050551710E-13  1.734201032E-07  3.177200665E-13  3.177000467E-13
@growth_rates:  1.005500000E+03 -2.938926668E-07  2.321210299E-02  2.321254216E-02 -7.476922364E-05  2.324148994E-02  2.324154534E-02
@times:   240   1.013000000E+03
@energies:  1.013000000E+03  1.843168509E-01  8.893172639E-13  8.889746304E-13  1.731842993E-07  4.007744255E-13  4.007494513E-13
@growth_rates:  1.010500000E+03 -2.736136034E-07  2.317877833E-02  2.317926414E-02 -1.360651352E-04  2.322280381E-02  2.322287340E-02
@times:   241   1.018000000E+03
@energies:  1.018000000E+03  1.843162459E-01  1.121079969E-12  1.120653176E-12  1.731733578E-07  5.055138792E-13  5.054826346E-13
@growth_rates:  1.015500000E+03 -3.282423249E-07  2.315937085E-02  2.315982889E-02 -6.318051507E-06  2.321767555E-02  2.321772627E-02
@times:   242   1.023000000E+03
@energies:  1.023000000E+03  1.843155297E-01  1.413258957E-12  1.412728108E-12  1.734505192E-07  6.376082177E-13  6.375691823E-13
@growth_rates:  1.020500000E+03 -3.885663060E-07  2.316058760E-02  2.316109552E-02  1.599205923E-04  2.321485214E-02  2.321491074E-02
@times:   243   1.028000000E+03
@energies:  1.028000000E+03  1.843148267E-01  1.781633085E-12  1.780972563E-12  1.736684338E-07  8.040990176E-13  8.040502579E-13
@growth_rates:  1.025500000E+03 -3.814150195E-07  2.316320527E-02  2.316369357E-02  1.255561417E-04  2.319984019E-02  2.319989846E-02
@times:   244   1.033000000E+03
@energies:  1.033000000E+03  1.843142425E-01  2.245623090E-12  2.244801853E-12  1.736204715E-07  1.013758737E-12  1.013697849E-12
@growth_rates:  1.030500000E+03 -3.169802932E-07  2.314526212E-02  2.314576569E-02 -2.762097678E-05  2.316978057E-02  2.316983830E-02
@times:   245   1.038000000E+03
@energies:  1.038000000E+03  1.843137384E-01  2.829475953E-12  2.828454217E-12  1.734057196E-07  1.277768338E-12  1.277692531E-12
@growth_rates:  1.035500000E+03 -2.735206391E-07  2.311084904E-02  2.311130935E-02 -1.237669863E-04  2.314501258E-02  2.314508597E-02
@times:   246   1.043000000E+03
