@jorek_model:   302
@n_tor:     3
@n_plane:     8
@n_period:     8
@plottable: energies growth_rates times
@variable_names: Flux        Potential   Current     Vorticity   Density     Temperature V_parallel 
@n_times:     1
@times_xlabel: time step
@times_ylabel: normalized time
@times: "step"     "time"
@n_energies:     6
@energies_xlabel: normalized time
@energies_ylabel: normalized energy
@energies: "time"           "E_{mag,00,cos}" "E_{mag,08,cos}" "E_{mag,08,sin}" "E_{kin,00,cos}" "E_{kin,08,cos}" "E_{kin,08,sin}" 
@n_growth_rates:     6
@growth_rates_xlabel: normalized time
@growth_rates_ylabel: normalized growth rate
@growth_rates: "time"           "G_{mag,00,cos}" "G_{mag,08,cos}" "G_{mag,08,sin}" "G_{kin,00,cos}" "G_{kin,08,cos}" "G_{kin,08,sin}" 
@energies:  1.730000000E+02  1.844437212E-01  3.634929330E-26  3.688430489E-26  2.660309666E-07  1.789528855E-26  1.888091016E-26
@growth_rates:  1.705000000E+02 -2.918288742E-07 -3.418748449E-02 -3.335113965E-02  1.420372464E-04  8.542442511E-03  8.593067672E-03
@times:    73   1.780000000E+02
@energies:  1.780000000E+02  1.844429068E-01  3.654432705E-26  3.735157414E-26  2.632955045E-07  1.759216111E-26  1.869510973E-26
@growth_rates:  1.755000000E+02 -4.415228456E-07  5.351201227E-04  1.258893749E-03 -1.033572505E-03 -1.708405709E-03 -9.889389139E-04
@times:    74   1.830000000E+02
@energies:  1.830000000E+02  1.844413941E-01  3.460470574E-26  3.533583819E-26  2.578450562E-07  1.743565402E-26  1.859427777E-26
@growth_rates:  1.805000000E+02 -8.201745240E-07 -5.453628681E-03 -5.547736128E-03 -2.091814561E-03 -8.936219942E-04 -5.408091308E-04
@times:    75   1.880000000E+02
@energies:  1.880000000E+02  1.844398298E-01  3.628834938E-26  3.670645800E-26  2.537612022E-07  1.846445129E-26  1.970364167E-26
@growth_rates:  1.855000000E+02 -8.481452055E-07  4.750705925E-03  3.805501168E-03 -1.596517094E-03  5.733014034E-03  5.794958815E-03
@times:    76   1.930000000E+02
@energies:  1.930000000E+02  1.844390130E-01  3.446993415E-26  3.687913000E-26  2.535361108E-07  1.777219742E-26  1.905347361E-26
@growth_rates:  1.905000000E+02 -4.428631094E-07 -5.140926592E-03  4.693101566E-04 -8.874142339E-05 -3.821203821E-03 -3.355404827E-03
@times:    77   1.980000000E+02
@energies:  1.980000000E+02  1.844383778E-01  4.136561741E-26  4.317717671E-26  2.550696526E-07  1.678106472E-26  1.802342360E-26
@growth_rates:  1.955000000E+02 -3.443643875E-07  1.823625684E-02  1.576662304E-02  6.030393317E-04 -5.738414279E-03 -5.557720361E-03
@times:    78   2.030000000E+02
@energies:  2.030000000E+02  1.844374012E-01  3.806381030E-26  3.969589428E-26  2.547654696E-07  1.694529502E-26  1.822370652E-26
@growth_rates:  2.005000000E+02 -5.295102064E-07 -8.318606854E-03 -8.406427506E-03 -1.193260095E-04  9.739064669E-04  1.105107947E-03
@times:    79   2.080000000E+02
@energies:  2.080000000E+02  1.844362680E-01  4.019251335E-26  4.193265607E-26  2.524613391E-07  1.684321873E-26  1.812206859E-26
@growth_rates:  2.055000000E+02 -6.144098236E-07  5.441677331E-03  5.481714085E-03 -9.085270458E-04 -6.042088767E-04 -5.592847610E-04
@times:    80   2.130000000E+02
@energies:  2.130000000E+02  1.844349274E-01  4.560301924E-26  4.734977351E-26  2.485816903E-07  1.701910452E-26  1.825222224E-26
@growth_rates:  2.105000000E+02 -7.268781669E-07  1.262931826E-02  1.214971317E-02 -1.548659942E-03  1.038838193E-03  7.156384216E-04
@times:    81   2.180000000E+02
@energies:  2.180000000E+02  1.844337198E-01  3.313979891E-26  3.489850270E-26  2.458768610E-07  1.756319309E-26  1.884942335E-26
@growth_rates:  2.155000000E+02 -6.547471415E-07 -3.192389817E-02 -3.051181105E-02 -1.094067969E-03  3.146890195E-03  3.219548262E-03
@times:    82   2.230000000E+02
@energies:  2.230000000E+02  1.844330895E-01  3.952134012E-26  4.095980860E-26  2.468480387E-07  1.720049341E-26  1.849669375E-26
@growth_rates:  2.205000000E+02 -3.417638645E-07  1.761058383E-02  1.601473821E-02  3.942073805E-04 -2.086734059E-03 -1.889032208E-03
@times:    83   2.280000000E+02
@energies:  2.280000000E+02  1.844325449E-01  3.855035126E-26  4.019716678E-26  2.478298064E-07  1.757894187E-26  1.886628423E-26
@growth_rates:  2.255000000E+02 -2.952848595E-07 -2.487557059E-03 -1.879479282E-03  3.969326703E-04  2.176363110E-03  1.978442610E-03
@times:    84   2.330000000E+02
@energies:  2.330000000E+02  1.844316003E-01  3.569834169E-26  3.727999541E-26  2.460717343E-07  1.789750605E-26  1.920559528E-26
@growth_rates:  2.305000000E+02 -5.121425586E-07 -7.686097542E-03 -7.533964845E-03 -7.119149888E-04  1.795967499E-03  1.782523145E-03
@times:    85   2.380000000E+02
@energies:  2.380000000E+02  1.844303096E-01  3.948850203E-26  4.157755184E-26  2.434101732E-07  1.672143459E-26  1.801530172E-26
@growth_rates:  2.355000000E+02 -6.998547069E-07  1.009053053E-02  1.091035358E-02 -1.087512010E-03 -6.796997114E-03 -6.398016490E-03
@times:    86   2.430000000E+02
@energies:  2.430000000E+02  1.844289717E-01  3.187676778E-26  3.475618135E-26  2.411123506E-07  1.613241425E-26  1.743930243E-26
@growth_rates:  2.405000000E+02 -7.254318410E-07 -2.141320798E-02 -1.792029658E-02 -9.484966131E-04 -3.586084937E-03 -3.249507269E-03
@times:    87   2.480000000E+02
@energies:  2.480000000E+02  1.844280308E-01  3.773256982E-26  3.783168387E-26  2.411101206E-07  1.611172383E-26  1.740395890E-26
@growth_rates:  2.455000000E+02 -5.101259302E-07  1.686461805E-02  8.478951238E-03 -9.248754825E-07 -1.283360085E-04 -2.028716499E-04
@times:    88   2.530000000E+02
@energies:  2.530000000E+02  1.844274836E-01  3.244863766E-26  4.038477751E-26  2.430392495E-07  1.571160207E-26  1.698632844E-26
@growth_rates:  2.505000000E+02 -2.967192260E-07 -1.508651829E-02  6.530597052E-03  7.969189674E-04 -2.514777044E-03 -2.428889213E-03
@times:    89   2.580000000E+02
@energies:  2.580000000E+02  1.844268777E-01  2.759028041E-26  4.430931277E-26  2.426640600E-07  1.552560819E-26  1.684213467E-26
@growth_rates:  2.555000000E+02 -3.285428355E-07 -1.621949076E-02  9.274195585E-03 -1.544933042E-04 -1.190862317E-03 -8.525048536E-04
@times:    90   2.630000000E+02
@energies:  2.630000000E+02  1.844258437E-01  2.554778880E-26  4.198452919E-26  2.401639720E-07  1.572412311E-26  1.701049536E-26
@growth_rates:  2.605000000E+02 -5.606723969E-07 -7.691278292E-03 -5.389367762E-03 -1.035611114E-03  1.270523510E-03  9.946765165E-04
@times:    91   2.680000000E+02
@energies:  2.680000000E+02  1.844244610E-01  2.450132719E-26  4.103804222E-26  2.373774052E-07  1.579954160E-26  1.704952835E-26
@growth_rates:  2.655000000E+02 -7.497299532E-07 -4.182348168E-03 -2.280170232E-03 -1.167060517E-03  4.784889848E-04  2.292012839E-04
@times:    92   2.730000000E+02
@energies:  2.730000000E+02  1.844233649E-01  2.750901915E-26  4.416785757E-26  2.356138103E-07  1.615427196E-26  1.738574016E-26
@growth_rates:  2.705000000E+02 -5.942991304E-07  1.157866328E-02  7.349782470E-03 -7.457233795E-04  2.220360572E-03  1.952779839E-03
@times:    93   2.780000000E+02
@energies:  2.780000000E+02  1.844228165E-01  2.173145369E-26  3.832903938E-26  2.357746575E-07  1.626165012E-26  1.741260200E-26
@growth_rates:  2.755000000E+02 -2.973684773E-07 -2.357532300E-02 -1.417895031E-02  6.824403297E-05  6.625050019E-04  1.543858292E-04
@times:    94   2.830000000E+02
@energies:  2.830000000E+02  1.844223112E-01  2.491028773E-26  4.169890194E-26  2.359028282E-07  1.546829193E-26  1.657119413E-26
@growth_rates:  2.805000000E+02 -2.739865820E-07  1.365201898E-02  8.426697886E-03  5.434672008E-05 -5.001733597E-03 -4.952830254E-03
@times:    95   2.880000000E+02
@energies:  2.880000000E+02  1.844214492E-01  2.239331864E-26  3.919000671E-26  2.342816584E-07  1.558135633E-26  1.657459289E-26
@growth_rates:  2.855000000E+02 -4.674228016E-07 -1.065182403E-02 -6.205301248E-03 -6.895915297E-04  7.282845821E-04  2.050791252E-05
@times:    96   2.930000000E+02
@energies:  2.930000000E+02  1.844202352E-01  2.236860449E-26  3.927173303E-26  2.318965969E-07  1.564674226E-26  1.658473755E-26
@growth_rates:  2.905000000E+02 -6.582699119E-07 -1.104248921E-04  2.083215211E-04 -1.023249064E-03  4.187640799E-04  6.118736553E-05
@times:    97   2.980000000E+02
@energies:  2.980000000E+02  1.844190169E-01  2.797156187E-26  4.492261901E-26  2.298509167E-07  1.500430899E-26  1.586908361E-26
@growth_rates:  2.955000000E+02 -6.606462282E-07  2.235299559E-02  1.344364333E-02 -8.860658671E-04 -4.192530745E-03 -4.411005832E-03
@times:    98   3.030000000E+02
@energies:  3.030000000E+02  1.844182110E-01  1.936409764E-26  3.629053927E-26  2.297026244E-07  1.533482816E-26  1.613800708E-26
@growth_rates:  3.005000000E+02 -4.369754098E-07 -3.677676320E-02 -2.133843510E-02 -6.453754209E-05  2.178916585E-03  1.680438912E-03
@times:    99   3.080000000E+02
@energies:  3.080000000E+02  1.844177073E-01  2.341034690E-26  4.078199530E-26  2.300866090E-07  1.551073093E-26  1.625268358E-26
@growth_rates:  3.055000000E+02 -2.731474815E-07  1.897573852E-02  1.166836114E-02  1.670263698E-04  1.140551073E-03  7.080860236E-04
@times:   100   3.130000000E+02
@energies:  3.130000000E+02  1.844170744E-01  2.896725008E-26  4.322671595E-26  2.292251253E-07  1.575590823E-26  1.641459920E-26
@growth_rates:  3.105000000E+02 -3.431654952E-07  2.129877847E-02  5.821803648E-03 -3.751198256E-04  1.568331828E-03  9.913095601E-04
@times:   101   3.180000000E+02
@energies:  3.180000000E+02  1.844160807E-01  2.657051730E-26  3.396074681E-26  2.272728776E-07  1.668534300E-26  1.731241493E-26
@growth_rates:  3.155000000E+02 -5.388164012E-07 -8.636365534E-03 -2.412533769E-02 -8.553201160E-04  5.731524869E-03  5.325273600E-03
@times:   102   3.230000000E+02
@energies:  3.230000000E+02  1.844148597E-01  4.439747200E-26  3.688955087E-26  2.246243887E-07  1.676145263E-26  1.728940442E-26
@growth_rates:  3.205000000E+02 -6.621266597E-07  5.133803018E-02  8.272298459E-03 -1.172177583E-03  4.551094430E-04 -1.330017519E-04
@times:   103   3.280000000E+02
@energies:  3.280000000E+02  1.844138458E-01  4.461047928E-26  8.600046293E-26  2.232876303E-07  1.707388417E-26  1.758677795E-26
@growth_rates:  3.255000000E+02 -5.497990961E-07  4.786261972E-04  8.464243426E-02 -5.968861352E-04  1.846829065E-03  1.705351434E-03
@times:   104   3.330000000E+02
@energies:  3.330000000E+02  1.844132527E-01  4.670036141E-26  8.888702439E-26  2.238773666E-07  1.817033969E-26  1.858689567E-26
@growth_rates:  3.305000000E+02 -3.215679539E-07  4.578311093E-03  3.301349536E-03  2.637669028E-04  6.224052291E-03  5.530943174E-03
@times:   105   3.380000000E+02
@energies:  3.380000000E+02  1.844127936E-01  4.864742559E-26  9.061093949E-26  2.236599022E-07  1.824869450E-26  1.873745371E-26
@growth_rates:  3.355000000E+02 -2.489740517E-07  4.084698659E-03  1.920877616E-03 -9.718270267E-05  4.302965914E-04  8.067594574E-04
@times:   106   3.430000000E+02
@energies:  3.430000000E+02  1.844120216E-01  5.101660871E-26  9.315697889E-26  2.225613952E-07  1.864880040E-26  1.906701540E-26
@growth_rates:  3.405000000E+02 -4.186557040E-07  4.755235046E-03  2.771106454E-03 -4.923607419E-04  2.168827920E-03  1.743550645E-03
@times:   107   3.480000000E+02
@energies:  3.480000000E+02  1.844108143E-01  5.238607564E-26  9.426356675E-26  2.210138361E-07  1.972996425E-26  2.027757631E-26
@growth_rates:  3.455000000E+02 -6.546369852E-07  2.648958327E-03  1.180874505E-03 -6.977690540E-04  5.635668553E-03  6.155576042E-03
@times:   108   3.530000000E+02
@energies:  3.530000000E+02  1.844096261E-01  5.812010497E-26  1.003366948E-25  2.192642003E-07  2.075836366E-26  2.128466969E-26
@growth_rates:  3.505000000E+02 -6.443474470E-07  1.038708208E-02  6.243671866E-03 -7.947909509E-04  5.081072566E-03  4.847142053E-03
@times:   109   3.580000000E+02
@energies:  3.580000000E+02  1.844089000E-01  6.459968954E-26  1.063603890E-25  2.190812497E-07  2.263670007E-26  2.328653586E-26
@growth_rates:  3.555000000E+02 -3.937318552E-07  1.056979601E-02  5.830174497E-03 -8.347325576E-05  8.662325263E-03  8.988825301E-03
@times:   110   3.630000000E+02
@energies:  3.630000000E+02  1.844084470E-01  6.145367413E-26  1.157804030E-25  2.193404198E-07  2.525763725E-26  2.597267245E-26
@growth_rates:  3.605000000E+02 -2.456687746E-07 -4.992598000E-03  8.486209574E-03  1.182286868E-04  1.095560891E-02  1.091695920E-02
@times:   111   3.680000000E+02
@energies:  3.680000000E+02  1.844078333E-01  7.126521198E-26  1.269069070E-25  2.182238959E-07  2.829473829E-26  2.906629337E-26
@growth_rates:  3.655000000E+02 -3.327949207E-07  1.481246729E-02  9.175848250E-03 -5.103369820E-04  1.135472858E-02  1.125342739E-02
@times:   112   3.730000000E+02
@energies:  3.730000000E+02  1.844068480E-01  7.969092904E-26  1.327848582E-25  2.165100845E-07  3.274460482E-26  3.368943844E-26
@growth_rates:  3.705000000E+02 -5.342844981E-07  1.117474678E-02  4.527640882E-03 -7.884455061E-04  1.460623491E-02  1.476051893E-02
@times:   113   3.780000000E+02
@energies:  3.780000000E+02  1.844056640E-01  8.809791180E-26  1.458208370E-25  2.146170420E-07  3.812531018E-26  3.901918707E-26
@growth_rates:  3.755000000E+02 -6.420405740E-07  1.002930644E-02  9.364851352E-03 -8.781886377E-04  1.521401607E-02  1.468691124E-02
@times:   114   3.830000000E+02
@energies:  3.830000000E+02  1.844047431E-01  1.101797187E-25  1.929524408E-25  2.135424517E-07  4.411963359E-26  4.538471799E-26
@growth_rates:  3.805000000E+02 -4.994387564E-07  2.236640087E-02  2.800650136E-02 -5.019590109E-04  1.460265186E-02  1.511219391E-02
@times:   115   3.880000000E+02
@energies:  3.880000000E+02  1.844042107E-01  1.285767749E-25  2.112014877E-25  2.138070087E-07  5.245144614E-26  5.348021451E-26
@growth_rates:  3.855000000E+02 -2.886895669E-07  1.544133573E-02  9.036885764E-03  1.238130026E-04  1.729830167E-02  1.641363229E-02
@times:   116   3.930000000E+02
@energies:  3.930000000E+02  1.844036977E-01  1.672030403E-25  2.343278627E-25  2.135348392E-07  6.249172838E-26  6.408636144E-26
@growth_rates:  3.905000000E+02 -2.782107563E-07  2.626826883E-02  1.039086618E-02 -1.273779281E-04  1.751462958E-02  1.809198081E-02
@times:   117   3.980000000E+02
@energies:  3.980000000E+02  1.844028823E-01  2.035051161E-25  3.145871477E-25  2.122091027E-07  7.594541658E-26  7.715156483E-26
@growth_rates:  3.955000000E+02 -4.421728925E-07  1.964822610E-02  2.945398794E-02 -6.227878499E-04  1.949806773E-02  1.855402902E-02
@times:   118   4.030000000E+02
@energies:  4.030000000E+02  1.844017675E-01  2.338301573E-25  3.554475736E-25  2.105129704E-07  9.310247920E-26  9.496826035E-26
@growth_rates:  4.005000000E+02 -6.045632515E-07  1.389038831E-02  1.221166291E-02 -8.024853645E-04  2.036859340E-02  2.077708727E-02
@times:   119   4.080000000E+02
@energies:  4.080000000E+02  1.844006784E-01  2.915703080E-25  4.077456217E-25  2.091148110E-07  1.156346965E-25  1.170967054E-25
@growth_rates:  4.055000000E+02 -5.905724348E-07  2.206861420E-02  1.372657376E-02 -6.663832423E-04  2.167352404E-02  2.094574013E-02
@times:   120   4.130000000E+02
@energies:  4.130000000E+02  1.843999650E-01  3.649587696E-25  4.807180388E-25  2.088650826E-07  1.441280365E-25  1.461121046E-25
@growth_rates:  4.105000000E+02 -3.869049578E-07  2.245032167E-02  1.646373967E-02 -1.194930306E-04  2.202659929E-02  2.213740314E-02
@times:   121   4.180000000E+02
@energies:  4.180000000E+02  1.843995354E-01  4.577506305E-25  5.737837330E-25  2.087279515E-07  1.813116847E-25  1.831158666E-25
@growth_rates:  4.155000000E+02 -2.329494117E-07  2.265401737E-02  1.769716531E-02 -6.567691608E-05  2.295155189E-02  2.257449364E-02
@times:   122   4.230000000E+02
@energies:  4.230000000E+02  1.843989496E-01  5.755690445E-25  6.911173991E-25  2.076872591E-07  2.281536893E-25  2.300413528E-25
@growth_rates:  4.205000000E+02 -3.176752021E-07  2.290346332E-02  1.860571533E-02 -4.998350057E-04  2.298019122E-02  2.281399842E-02
@times:   123   4.280000000E+02
@energies:  4.280000000E+02  1.843979545E-01  7.266248066E-25  8.423333563E-25  2.064735601E-07  2.872851801E-25  2.895548236E-25
@growth_rates:  4.255000000E+02 -5.396545983E-07  2.330510657E-02  1.978661392E-02 -5.861020392E-04  2.304559037E-02  2.300855649E-02
@times:   124   4.330000000E+02
@energies:  4.330000000E+02  1.843967949E-01  9.186856119E-25  1.034605470E-24  2.052215151E-07  3.635507770E-25  3.650483882E-25
@growth_rates:  4.305000000E+02 -6.288800529E-07  2.345337060E-02  2.055995985E-02 -6.082408776E-04  2.354435950E-02  2.316852628E-02
@times:   125   4.380000000E+02
@energies:  4.380000000E+02  1.843959245E-01  1.162979652E-24  1.283457364E-24  2.047308899E-07  4.591195082E-25  4.619291792E-25
@growth_rates:  4.355000000E+02 -4.719999655E-07  2.357966902E-02  2.155373371E-02 -2.393572645E-04  2.333915662E-02  2.353816723E-02
@times:   126   4.430000000E+02
@energies:  4.430000000E+02  1.843954218E-01  1.476796812E-24  1.593252843E-24  2.051323158E-07  5.827253985E-25  5.836414895E-25
@growth_rates:  4.405000000E+02 -2.726594312E-07  2.388900491E-02  2.162202368E-02  1.958829397E-04  2.384055183E-02  2.338753189E-02
@times:   127   4.480000000E+02
@energies:  4.480000000E+02  1.843949252E-01  1.869959831E-24  1.982701396E-24  2.048656174E-07  7.385349355E-25  7.418763181E-25
@growth_rates:  4.455000000E+02 -2.692788288E-07  2.360415239E-02  2.186825171E-02 -1.300974600E-04  2.369523460E-02  2.398956356E-02
@times:   128   4.530000000E+02
@energies:  4.530000000E+02  1.843940970E-01  2.374164587E-24  2.490607829E-24  2.040103178E-07  9.403825679E-25  9.407299744E-25
@growth_rates:  4.505000000E+02 -4.491450050E-07  2.387286730E-02  2.280665322E-02 -4.183669367E-04  2.416183727E-02  2.374736003E-02
@times:   129   4.580000000E+02
@energies:  4.580000000E+02  1.843929751E-01  3.017107779E-24  3.129311809E-24  2.030857563E-07  1.194941594E-24  1.198531167E-24
@growth_rates:  4.555000000E+02 -6.084519627E-07  2.396530606E-02  2.282863225E-02 -4.542235559E-04  2.395658084E-02  2.421959165E-02
@times:   130   4.630000000E+02
@energies:  4.630000000E+02  1.843919608E-01  3.829216921E-24  3.942016540E-24  2.022824215E-07  1.523569933E-24  1.523669805E-24
@growth_rates:  4.605000000E+02 -5.500875790E-07  2.383616394E-02  2.308792935E-02 -3.963487250E-04  2.429589126E-02  2.400249905E-02
@times:   131   4.680000000E+02
@energies:  4.680000000E+02  1.843913546E-01  4.871744089E-24  4.976014808E-24  2.024721786E-07  1.938098517E-24  1.941352326E-24
@growth_rates:  4.655000000E+02 -3.287408347E-07  2.407916792E-02  2.329369267E-02  9.376403995E-05  2.406511248E-02  2.422630353E-02
@times:   132   4.730000000E+02
@energies:  4.730000000E+02  1.843909302E-01  6.187663490E-24  6.281316667E-24  2.027174178E-07  2.470137764E-24  2.470674034E-24
@growth_rates:  4.705000000E+02 -2.301447813E-07  2.391055480E-02  2.329502875E-02  1.210490924E-04  2.425665779E-02  2.411061959E-02
@times:   133   4.780000000E+02
@energies:  4.780000000E+02  1.843902621E-01  7.869817430E-24  7.936128029E-24  2.021615317E-07  3.146553538E-24  3.148480723E-24
@growth_rates:  4.755000000E+02 -3.623262911E-07  2.404773139E-02  2.338458837E-02 -2.745938766E-04  2.420338148E-02  2.424290246E-02
@times:   134   4.830000000E+02
@energies:  4.830000000E+02  1.843892548E-01  1.015801568E-23  1.014976172E-23  2.014216257E-07  4.009948129E-24  4.011964729E-24
@growth_rates:  4.805000000E+02 -5.462999013E-07  2.552282521E-02  2.460247267E-02 -3.666688464E-04  2.424705668E-02  2.423610524E-02
@times:   135   4.880000000E+02
@energies:  4.880000000E+02  1.843881750E-01  1.288042688E-23  1.287790327E-23  2.007717418E-07  5.112119182E-24  5.111532940E-24
@growth_rates:  4.855000000E+02 -5.856149586E-07  2.374457468E-02  2.380626886E-02 -3.231701467E-04  2.428357252E-02  2.422182689E-02
@times:   136   4.930000000E+02
@energies:  4.930000000E+02  1.843873693E-01  1.634252207E-23  1.634628270E-23  2.007801044E-07  6.510458697E-24  6.515093983E-24
@growth_rates:  4.905000000E+02 -4.369780319E-07  2.380615641E-02  2.384875957E-02  4.165130773E-06  2.417958832E-02  2.426222887E-02
@times:   137   4.980000000E+02
@energies:  4.980000000E+02  1.843868933E-01  2.074857831E-23  2.074444909E-23  2.010855859E-07  8.300941488E-24  8.296853663E-24
@growth_rates:  4.955000000E+02 -2.581385552E-07  2.387073024E-02  2.382781835E-02  1.520316923E-04  2.429590265E-02  2.417547300E-02
@times:   138   5.030000000E+02
@energies:  5.030000000E+02  1.843863890E-01  2.634244723E-23  2.634040116E-23  2.006962835E-07  1.057432473E-23  1.058235214E-23
@growth_rates:  5.005000000E+02 -2.735180464E-07  2.387038718E-02  2.388252293E-02 -1.937880335E-04  2.420599273E-02  2.433113550E-02
@times:   139   5.080000000E+02
@energies:  5.080000000E+02  1.843855306E-01  3.346983607E-23  3.346394158E-23  2.001085151E-07  1.349139936E-23  1.348353775E-23
@growth_rates:  5.055000000E+02 -4.655034756E-07  2.394630162E-02  2.393645619E-02 -2.932942653E-04  2.436235301E-02  2.422817944E-02
@times:   140   5.130000000E+02
@energies:  5.130000000E+02  1.843844394E-01  4.255446234E-23  4.253962683E-23  1.993975205E-07  1.718959306E-23  1.720062786E-23
@growth_rates:  5.105000000E+02 -5.918350404E-07  2.401401050E-02  2.399675493E-02 -3.559372211E-04  2.422517480E-02  2.434763712E-02
@times:   141   5.180000000E+02
@energies:  5.180000000E+02  1.843835146E-01  5.410258206E-23  5.408530977E-23  1.988380399E-07  2.192241313E-23  2.191182145E-23
@growth_rates:  5.155000000E+02 -5.015371909E-07  2.400971898E-02  2.401265731E-02 -2.809799250E-04  2.432053980E-02  2.420803968E-02
@times:   142   5.230000000E+02
@energies:  5.230000000E+02  1.843829531E-01  6.879904054E-23  6.876139037E-23  1.989958073E-07  2.792956115E-23  2.794151829E-23
@growth_rates:  5.205000000E+02 -3.045664292E-07  2.403078870E-02  2.400797904E-02  7.931321246E-05  2.421761234E-02  2.430874097E-02
@times:   143   5.280000000E+02
@energies:  5.280000000E+02  1.843825172E-01  8.745712690E-23  8.743246317E-23  1.988345570E-07  3.561255272E-23  3.560233321E-23
@growth_rates:  5.255000000E+02 -2.363696433E-07  2.399588958E-02  2.402242449E-02 -8.106485767E-05  2.430125126E-02  2.422974820E-02
@times:   144   5.330000000E+02
@energies:  5.330000000E+02  1.843818221E-01  1.112239305E-22  1.111607192E-22  1.982172939E-07  4.538768084E-23  4.539620794E-23
@growth_rates:  5.305000000E+02 -3.769793097E-07  2.403968658E-02  2.401104286E-02 -3.109234183E-04  2.425425410E-02  2.430174009E-02
@times:   145   5.380000000E+02
@energies:  5.380000000E+02  1.843807950E-01  1.414910173E-22  1.414492420E-22  1.976242698E-07  5.787361693E-23  5.786879010E-23
@growth_rates:  5.355000000E+02 -5.570972945E-07  2.406906720E-02  2.409638648E-02 -2.996272334E-04  2.430208934E-02  2.427496320E-02
@times:   146   5.430000000E+02
@energies:  5.430000000E+02  1.843797651E-01  1.800553887E-22  1.799532978E-22  1.968689284E-07  7.377082338E-23  7.376935006E-23
@growth_rates:  5.405000000E+02 -5.585796117E-07  2.410282857E-02  2.407564211E-02 -3.829431551E-04  2.427016917E-02  2.427651264E-02
@times:   147   5.480000000E+02
@energies:  5.480000000E+02  1.843790740E-01  2.290009236E-22  2.289184712E-22  1.966500391E-07  9.401035917E-23  9.401743631E-23
@growth_rates:  5.455000000E+02 -3.748065873E-07  2.404615181E-02  2.406685588E-02 -1.112471544E-04  2.424416738E-02  2.425369232E-02
@times:   148   5.530000000E+02
@energies:  5.530000000E+02  1.843786413E-01  2.913048554E-22  2.911466242E-22  1.966904441E-07  1.198221815E-22  1.198032699E-22
@growth_rates:  5.505000000E+02 -2.346695137E-07  2.406442954E-02  2.404610843E-02  2.054457783E-05  2.426038432E-02  2.423707223E-02
@times:   149   5.580000000E+02
@energies:  5.580000000E+02  1.843780738E-01  3.704992571E-22  3.703457553E-22  1.960997884E-07  1.526928222E-22  1.527174246E-22
@growth_rates:  5.555000000E+02 -3.078162900E-07  2.404811077E-02  2.406100397E-02 -3.007489095E-04  2.424193823E-02  2.427383356E-02
@times:   150   5.630000000E+02
@energies:  5.630000000E+02  1.843771780E-01  4.712995658E-22  4.710575957E-22  1.953155831E-07  1.946747682E-22  1.946320034E-22
@growth_rates:  5.605000000E+02 -4.858470292E-07  2.406424730E-02  2.405433273E-02 -4.007029060E-04  2.429021052E-02  2.425212980E-02
@times:   151   5.680000000E+02
@energies:  5.680000000E+02  1.843761517E-01  5.996749918E-22  5.993896655E-22  1.945421970E-07  2.481100829E-22  2.481541162E-22
@growth_rates:  5.655000000E+02 -5.566281305E-07  2.408939155E-02  2.409315430E-02 -3.967534224E-04  2.425422195E-02  2.429393760E-02
@times:   152   5.730000000E+02
@energies:  5.730000000E+02  1.843753208E-01  7.630867476E-22  7.627199320E-22  1.941091683E-07  3.162578912E-22  3.161889812E-22
@growth_rates:  5.705000000E+02 -4.506490520E-07  2.409838894E-02  2.409789889E-02 -2.228367137E-04  2.426854618E-02  2.422900869E-02
@times:   153   5.780000000E+02
@energies:  5.780000000E+02  1.843747979E-01  9.706941790E-22  9.702095841E-22  1.940319966E-07  4.028606710E-22  4.029189334E-22
@growth_rates:  5.755000000E+02 -2.836197087E-07  2.406397464E-02  2.406212119E-02 -3.976473326E-05  2.420327806E-02  2.423953073E-02
@times:   154   5.830000000E+02
@energies:  5.830000000E+02  1.843743381E-01  1.234538716E-21  1.233974614E-21  1.935094266E-07  5.134395388E-22  5.133499464E-22
@growth_rates:  5.805000000E+02 -2.493840954E-07  2.404412058E-02  2.404835183E-02 -2.696848824E-04  2.425415065E-02  2.422223856E-02
@times:   155   5.880000000E+02
@energies:  5.880000000E+02  1.843736013E-01  1.570380640E-21  1.569552098E-21  1.928228873E-07  6.543198731E-22  6.543731689E-22
@growth_rates:  5.855000000E+02 -3.996252754E-07  2.406206450E-02  2.405499370E-02 -3.554142590E-04  2.424640553E-02  2.427200140E-02
@times:   156   5.930000000E+02
@energies:  5.930000000E+02  1.843725904E-01  1.997842780E-21  1.996939887E-21  1.921612435E-07  8.339582275E-22  8.338633690E-22
@growth_rates:  5.905000000E+02 -5.482872045E-07  2.407499524E-02  2.408256617E-02 -3.437255507E-04  2.425869797E-02  2.423917794E-02
@times:   157   5.980000000E+02
@energies:  5.980000000E+02  1.843716526E-01  2.542183326E-21  2.540825525E-21  1.914757822E-07  1.062571073E-21  1.062586211E-21
@growth_rates:  5.955000000E+02 -5.086294341E-07  2.409553005E-02  2.408730856E-02 -3.573492872E-04  2.422634769E-02  2.423914744E-02
@times:   158   6.030000000E+02
@energies:  6.030000000E+02  1.843710348E-01  3.233992270E-21  3.232518460E-21  1.912785378E-07  1.353743917E-21  1.353666050E-21
@growth_rates:  6.005000000E+02 -3.350825332E-07  2.406940822E-02  2.407725044E-02 -1.030658031E-04  2.421825135E-02  2.421107466E-02
